4
10000 10000
3708 7650 4789 5282 133296171
347 4329 2716 4153 487640645
6507 7622 5744 5911 52948291
7409 8577 6501 7764 244277963
2123 7257 6100 7257 135175211
3349 4027 413 8708 16878091
3035 3633 1896 4989 412601797
4791 8725 540 2376 220106354
2167 9849 3099 9150 183503961
2360 7131 6954 9131 71380080
3128 7684 1366 7989 205782846
3147 3525 5359 9680 122662918
8177 8916 7307 9416 207272820
5139 9337 745 9347 237160178
4656 9200 367 8840 103479057
1319 8815 2987 4661 269967125
7697 7951 1962 3069 149227977
4438 7185 2166 5082 212978936
718 3894 1342 6769 470804162
2171 7095 1798 8356 114434410
3228 3775 6691 8764 90119468
94 4069 6221 9552 110404058
413 734 1331 2008 106170446
543 2860 1654 4001 396976674
6359 6929 4607 9971 93320720
1461 9288 2049 8791 2508301
5218 5259 3332 5445 33345890
6226 6823 7319 7615 220791422
6360 9079 5821 9551 235871356
6064 9629 2168 6562 30429878
1557 7091 3795 9337 140663769
743 2026 2758 7683 526087610
2103 8602 8270 9918 300432838
4960 5347 8243 8264 20866916
196 2099 3856 9464 182527352
1346 5413 189 3403 797621
410 6158 6243 7946 359163514
624 7635 5460 7881 38841200
6555 7792 5487 7837 401800907
3676 6126 1133 5683 93774919
2736 3363 6538 8097 183993433
5542 6295 3073 6045 489874444
7348 8302 48 2179 125757434
3855 9770 1868 5531 23663792
3218 5476 1081 9026 39721501
1444 4103 6784 9978 255564825
3933 4269 6903 8308 508007150
4347 7520 1021 9211 232647434
1907 6742 6311 8643 61772339
4945 9489 8369 9030 296615496
2753 6405 4773 4825 2389178
1343 5923 3948 5289 257780642
782 7230 4933 5538 4316444
697 3605 5791 8436 261662879
7430 9901 991 6157 73903387
6247 8858 5592 8624 155832297
7022 7351 162 1222 35129040
1246 1596 1288 8861 198602567
5146 5687 1669 2980 97565295
4032 7538 3517 5640 245761260
1717 7646 1565 6351 398137082
913 4434 1320 5858 383569900
1319 6316 5124 6608 274376754
2714 8076 8684 9479 133844253
616 4627 340 2834 120885411
921 6222 6347 9279 23664843
2358 9109 2470 4271 443409316
698 8104 6599 6611 259771761
1186 1390 5904 6390 233690495
1307 3403 3673 8994 15368568
667 8728 3555 9440 148924925
1338 6845 430 7248 174922243
4978 6595 7869 8188 396894137
2885 9976 157 649 87072678
6035 8606 3990 9049 348775826
4618 4971 1656 5572 113912478
3889 5770 3233 9108 169055877
165 9379 1974 6510 81418465
3160 3493 1170 6944 145020249
4414 6884 958 6763 381348003
6632 8850 5656 9115 128948730
4668 9488 3056 3772 374599382
6072 8357 942 4290 9623397
3340 9064 1657 6912 491710203
2718 7897 224 3898 193318567
5979 9932 2467 6706 442710972
1189 9203 1940 9477 169955798
82 6027 5059 5933 410187735
7488 7773 841 1230 369477614
8424 8520 3214 5235 372359897
935 2035 3763 7808 296649316
2830 5668 4605 9515 1711035
3217 4331 446 9342 72074023
3054 3695 2760 3161 32010140
6668 7408 1785 5121 307070993
2028 9564 4612 5343 99000483
8642 9692 3527 4421 508607531
2333 3351 3576 9033 197593086
6056 6285 6276 6801 31553399
4944 6453 4168 9582 35855877
2584 9708 488 5494 120556353
7327 7734 1608 4306 258185255
3584 7429 3408 6440 91992673
4592 7566 2427 9633 120326593
146 662 987 1875 193161760
7153 9303 5367 6560 338229612
1131 9246 2330 6033 82152397
7658 8178 682 6641 309550960
9452 9582 4280 6325 10645603
2484 9923 3281 7347 165803582
8005 8486 2922 6557 111325364
2089 3712 7615 7829 59445369
6513 6769 1662 6591 4996340
4044 4976 4794 4859 137745142
2111 8900 6752 7501 113488358
5539 8352 5181 5604 140743447
2244 4614 3779 7428 25681165
5824 8218 4950 9322 128104153
5097 6320 1034 2077 3361328
146 7455 361 2024 35208409
5997 7070 2319 7214 126746848
157 5861 3830 8698 31928988
4845 6549 6413 9992 475006921
1731 1824 3099 4660 3167453
7570 8610 212 1724 73030926
1552 4367 392 1888 56898775
4157 4370 3378 4817 231795387
21 3374 197 8652 320963151
3016 6974 477 3273 268705054
551 1975 5035 6042 78104133
5285 5735 6899 8415 157701386
4324 8879 345 4754 249265878
46 7299 6149 9102 215155193
363 1195 7273 7658 174753994
407 9255 1129 1732 506192038
8310 9173 3726 7358 163560438
259 8809 192 9999 109775542
2005 6476 4171 8909 385171830
5976 8470 1431 3557 236391543
4117 4506 4326 7089 128696745
369 1033 8786 8936 231102891
1610 7777 1864 7564 3717227
787 3816 5967 7797 46610257
4465 5364 3199 3483 466967871
3720 4539 1025 6839 327099038
3560 8442 396 6417 5010641
1213 2640 2866 9721 130380552
67 8975 2499 4306 232759757
1439 8739 4814 6389 230857901
2486 7397 2816 9289 279887786
3853 8107 4756 4917 36933918
512 9303 5053 8640 315573594
872 9558 284 8245 402685059
5021 7297 1607 1851 295651088
6133 8906 4267 7973 216602218
3497 6523 8687 9487 43579047
8782 9197 1984 5187 263241629
712 1878 854 3360 129564711
3314 6860 286 7730 680751576
664 4993 3761 9729 540379798
4914 6966 1118 9768 206938141
3278 4607 6215 7868 9524671
6506 9930 1957 4542 15980238
495 3293 633 3353 41761383
3313 9119 3730 8598 33515351
3943 4212 522 8509 65414102
5043 8315 2153 6161 265987733
2167 6255 2321 5048 404202612
2794 8059 420 755 162984032
3800 5018 1009 2154 234130027
4247 7529 1593 6904 8488032
685 5498 6123 9328 455854923
5920 7211 6862 9012 399162791
6013 8271 1865 6143 13299137
2502 5116 6857 9275 111992867
144 7012 180 8686 356483455
368 8740 3476 4524 14536137
6500 8812 439 9294 126416374
1009 9346 925 2203 190545437
4127 4421 1289 2239 458014208
7139 9138 1388 8914 410396232
6118 9533 1219 5070 100052547
548 9326 5539 8450 360049507
2662 4182 7634 7645 132019392
858 8699 6422 8368 105242378
3390 4181 2205 8464 28822665
2326 9812 280 1975 227431205
2774 8848 5814 5958 139875968
622 4276 3712 7224 443697185
7455 7932 2719 4643 83596469
3850 4084 1902 2610 293527117
7136 7353 5558 8363 53994426
6090 8960 7650 9467 4585152
6034 9581 5808 6715 169098574
187 6946 2109 3521 65737294
8769 9895 151 2446 387876445
7129 8297 3234 6174 120324629
5912 8498 3990 6280 8074207
4958 6356 1853 7526 364993161
1380 7830 1152 8455 115667678
2854 9124 4427 8800 311034938
1112 2944 4704 7010 199299388
5949 9315 8871 9440 87352114
6895 7337 7074 7352 10891802
1207 2727 4684 8268 402429075
2201 2461 124 1080 163756161
414 6929 1132 9934 99790003
3571 5522 1187 1241 14667311
1707 2464 435 5020 55159325
2601 4749 7578 7938 360583468
5506 8040 3974 8006 89545360
7291 9910 4776 6157 312461539
4739 6109 1620 9770 313416185
9069 9758 4399 7241 95404404
281 596 3982 9540 23030863
4011 7114 2957 4334 239121459
9118 9843 2993 4538 115153019
2587 6870 2309 3947 6358166
3247 8840 1956 9870 132671890
7905 8777 196 9386 148589980
110 6800 4484 6431 254375517
6902 9942 6692 7049 204587758
5126 9717 5989 9076 27457499
4674 8292 699 7099 266193727
1009 8098 5650 6977 228743110
2371 3675 1433 9989 71062662
162 6332 1934 6731 252875562
1976 4666 1841 5375 327413004
1808 6754 808 2159 42069664
2003 6744 316 9184 319673910
8331 9659 1110 7455 280714706
5994 7515 8235 8949 380533350
287 8177 4502 8988 12905688
1452 6925 3729 9996 229145009
4928 8537 2744 6509 136969710
1190 4622 7106 7996 231366314
5335 5774 4696 7732 368521919
600 7158 3919 9366 123783116
2925 4512 2071 4040 20897135
2396 3337 2483 6923 118455819
189 5067 1454 4767 291073896
883 7603 3 615 43715125
4906 5950 8130 9079 4696489
409 5689 5999 6406 9163464
2255 9211 6232 8887 118612738
2142 4581 1406 8431 331520471
1860 8787 5658 8835 632551571
6828 7154 1043 2839 643651907
2851 9131 1481 8824 217779684
3281 6235 1861 5162 226217124
1828 7613 5509 8149 243302640
1676 6083 4418 4547 43276804
1654 6748 2905 8728 464369602
1731 9374 3122 8102 361397031
3949 4127 6943 7903 87021413
841 6332 6132 9897 102728975
2109 9645 6626 9363 642301023
7237 7874 4942 6841 193763411
628 6214 2618 6158 61705279
14 3580 2792 6579 98925100
6705 9549 1388 6363 44916995
5497 7775 3652 3821 306745722
3628 8804 3572 5787 19606292
2219 6672 3837 7229 411696386
1073 8419 6065 8430 225678670
4095 9650 2908 3213 20470433
3860 9859 4869 7720 539617426
725 7821 2163 6476 418661408
194 2903 1910 5663 448150297
1967 4910 1244 5243 91788523
775 2982 2851 6530 312485639
4575 8286 558 2812 135480862
5140 9662 7718 7763 18294330
2754 5746 3675 8952 254783964
3869 6176 2979 4367 190119811
2784 4092 1131 1935 104605805
4167 7938 3246 8447 240525220
1568 4920 4787 8831 91928981
5363 8573 1489 3038 95458660
1845 3179 352 3032 120476849
613 1970 2972 8557 219285626
6129 8339 3718 5246 53867039
8316 9320 5261 7461 264568137
8089 9961 2163 6722 365911733
4357 7344 4071 5449 371826677
925 5320 4478 7842 220027345
6097 9221 2903 9375 287475436
109 4384 165 6472 465844893
5679 5881 4592 8138 42983399
1350 3469 404 5297 62603007
277 1664 1808 6760 68020843
663 3248 6327 7212 352143531
2305 2859 4655 4806 537111452
4883 6726 585 8816 3032463
3421 7052 3670 8963 146972985
2147 7448 2525 4458 236285997
3339 4578 4107 5147 261618291
1507 4837 4103 5588 11844322
419 8204 1292 3902 372986091
5104 7734 846 8688 76877213
2051 9223 186 1634 294698200
5484 6394 4788 6901 8758533
2902 7311 7070 8253 229187473
3562 8187 1319 5190 193979827
2174 8002 866 8661 245865913
638 9487 2380 4244 97171647
3811 4560 5249 6108 52498858
5269 6945 1525 9712 82942931
2240 5507 5356 9802 135877006
1862 8643 8035 9706 29704489
1169 3452 2327 8814 504749666
1779 8114 1391 9741 77186984
3005 5161 141 412 12549756
709 4216 3189 3870 428597992
631 935 1642 5432 77329198
1329 1922 2464 8838 222448402
2585 6074 2038 9282 147173657
966 9326 9309 9808 190281127
3576 7617 3715 8372 73175659
954 5070 5374 9521 110135306
3575 9267 2538 8209 273220960
1542 4307 5276 9608 116983726
1034 3149 50 2616 169190859
3139 6994 1078 5921 23410332
6651 8157 9058 9198 48448511
8028 9102 3383 5949 61474515
5490 8669 217 9325 87327151
3081 9550 6194 7926 84424288
5938 7054 437 1462 13959793
1687 6929 4187 8861 443936181
1242 3073 2747 2842 176197284
3837 8804 931 6947 215274782
2672 9021 1010 7326 53232136
2896 8659 3457 9479 123279428
3334 5153 5259 5291 1395776
2630 5128 50 703 135441020
5167 9542 5483 7827 108683611
310 2555 4609 8964 411106694
73 7831 2613 8958 305164327
8820 9623 5 8399 107625637
5682 5693 1151 5352 56041823
3177 7902 2397 7187 132077864
108 4858 1478 7165 177663441
8879 9052 6097 6564 377864121
103 7691 8331 8649 117701754
2942 4177 4848 9367 207496128
7254 9685 3169 3547 199104470
232 1491 4182 9103 45037773
2115 5880 2615 5686 52962438
341 3130 2296 6515 403917032
6260 9781 3371 7539 144318713
3414 6115 149 7571 115545383
4354 7165 2096 8807 257591675
5768 9087 7320 9984 439421207
6305 9600 2232 5088 134030200
8027 9082 1214 8754 165374302
1258 7281 2395 8301 444755181
2236 7601 6535 9123 29210351
3337 6569 597 6100 581275465
1248 4084 843 7685 50834730
5180 8240 8641 8847 454629919
2161 6838 4742 9997 130926738
6805 9542 4445 9337 173060562
5393 7551 2906 3508 222018406
7194 9450 2293 9988 113944977
1556 5962 860 5177 173183666
4 611 1333 7802 462018513
4679 7814 1048 5456 129887782
1929 8820 4561 8587 289105213
192 2087 538 4375 5756419
2379 7401 2737 5782 3633038
5872 7465 592 5401 90077150
2786 4677 1047 1366 78762996
2809 6068 1852 8081 207281868
5655 7189 5029 7368 33996748
3361 6519 1995 9762 116348627
8401 9697 1825 9606 164083652
1607 6928 5880 9196 368684816
2759 2768 3841 6510 515567917
3489 9783 5639 6764 462155419
1049 9674 2725 5051 305424184
5068 9415 8539 9573 449569173
3071 7977 3892 8664 184126946
7075 8402 7363 9008 23889022
1650 3662 3189 5856 21032806
180 4090 1552 5591 130004183
6896 7132 3986 6345 44366558
548 5743 2920 5366 280263302
588 8681 4179 6673 533626677
3492 6110 584 5833 1577198
6970 9275 4564 9710 396010243
6779 8785 1025 4799 129942075
4562 9850 3940 8000 177866013
2397 2779 3038 6654 230929652
1504 6247 5187 9635 94887368
3531 5855 37 2874 268194133
2103 9732 193 7178 196262248
2306 3594 5443 9999 180821150
3264 6395 588 5123 121951031
4406 9967 1350 2493 330207094
8169 8326 2015 9956 62192070
8001 8132 4340 9696 27845231
1549 2528 5472 5621 60082115
299 6330 6677 9761 92160701
705 5727 1984 2296 73156445
583 4533 4687 5749 425334524
4525 5778 4373 6296 250289750
2094 6582 4156 6759 6349403
837 9141 5742 8794 163740603
6608 7482 6684 9583 336037475
4012 6314 245 9574 195366900
2860 4657 2445 3882 184877425
339 950 5716 6404 45250391
2619 5313 6724 7004 224772194
845 9004 590 6843 98727685
1003 1831 2283 2820 117593639
257 5760 561 1605 139327526
5451 6681 7000 7768 61285125
3947 4332 936 9971 28647472
4921 7187 6714 7757 254776852
3241 9046 1901 4565 292210473
752 3124 1621 3292 161717190
3879 9777 2082 2962 7898646
1515 9182 2701 5564 151851051
483 4087 5073 6592 62181371
3902 7390 890 8093 205401007
1991 7968 1971 5469 332114263
749 9271 6545 7520 185786787
861 6418 233 3897 208087335
5834 7800 8491 8581 342130375
1101 3418 3381 9959 710086619
6824 7651 7010 9173 113731169
7252 8975 3698 6724 241349919
2793 4184 2089 7024 348632500
3783 5986 2289 9513 166936172
1241 5578 5756 6612 405335937
739 2829 915 2298 229825257
4915 6130 1172 6939 11136539
568 3754 5244 9199 40927319
5112 9021 4243 8868 103211219
9093 9178 5849 7193 201751891
764 7897 6821 9040 199391244
854 5159 3700 8004 30491676
1432 9985 600 6894 255611244
8682 9078 4375 9744 223354887
1262 9174 3898 4573 60436800
5979 9522 3050 6135 170768352
1014 6011 2793 6711 274660448
677 6368 5431 8553 118867595
2849 3712 406 5801 289948354
5397 9801 853 9076 314607350
1145 7320 289 2171 172765072
420 1553 4287 6998 89092349
6432 8018 6208 7796 83377005
4224 9827 8498 9605 23032790
1194 1478 1475 5116 210110034
3099 6671 1383 8037 596800055
1791 6099 3598 8761 4145762
4530 7232 1909 4208 517284124
1100 6862 2066 5330 36795189
1444 7170 3147 5716 132466542
5106 6720 4554 5021 619458
3400 7644 1422 7492 179849089
367 2288 2499 7875 393690583
6228 6337 6170 6555 1068655
4205 6414 215 9409 148394253
123 867 384 6495 218752706
154 3503 2894 3994 420059391
2805 4170 5904 8682 39026547
7966 9502 3438 4216 213830296
2255 8459 2603 8301 576926857
888 6116 2847 9591 62159172
1932 9076 4373 8045 225311022
3758 7278 1459 8308 45316909
443 667 419 7319 212975385
2646 8320 3988 6201 107784902
2652 6940 4813 5901 141482525
179 8457 4865 6038 433778993
7010 7612 7660 7704 175008391
1140 7074 7741 9791 527835123
1816 4828 5750 6860 130629680
1659 3331 8100 8399 212425523
8704 9358 2579 6926 582349242
611 3231 7359 9921 265230209
5056 7160 1821 6584 166077373
2875 4228 6018 7008 156936006
421 5087 529 8908 189603761
5643 6943 2375 4099 235876254
2837 8713 2505 2615 218841669
2824 6811 4078 5126 157613156
3698 6741 2003 6043 428690084
7506 7524 2461 2648 5760150
497 6706 5966 6857 175667754
3098 6516 4474 8852 629491244
1995 5815 3302 3476 193298946
5031 6406 230 7260 110122014
26 3595 5902 7271 191501513
3025 8728 3351 8271 353844258
2760 8194 3451 7190 91677433
180 4942 3491 6145 239362345
802 5856 179 1912 29381233
545 2144 271 2338 259000869
634 6097 3272 3910 258611226
2765 5463 6955 8143 169326749
4898 7077 5550 9850 276451548
3955 6114 2439 9641 274430959
1122 6233 6803 9433 197572817
1201 5360 647 1357 220531283
4775 5071 1843 4636 257634944
2083 9521 1839 2887 142388479
7102 7324 1915 8119 658186973
3683 7909 143 3391 177546788
3331 7197 3169 8266 463598894
7107 8574 185 3708 295780143
3614 5887 194 4004 90638445
462 8752 656 2733 129628176
484 9582 1029 2926 8058277
4486 5164 561 1990 286833767
5067 9176 2080 9259 627207501
3457 7513 2334 3534 354815553
3412 6145 2035 5920 120477254
777 8328 4981 7118 2008693
6792 6858 605 5443 116503373
2835 4064 570 1863 89429720
1556 5390 1302 1911 75955163
5906 8061 2127 7406 262806361
1561 8014 1946 6691 138837078
1134 9765 2215 3027 581376399
290 5488 6953 9522 53047846
4174 7192 6201 7435 210900597
4862 7127 3545 9677 41369067
2828 3763 3803 9913 54948928
2464 3766 2511 8267 9499701
7391 8248 2976 8763 72814705
1858 3050 1900 7974 190545759
4880 8757 104 9178 530581572
3749 4401 4070 7488 86565647
921 2887 2323 6237 96727606
2411 9519 3122 3907 490250146
6850 9266 6377 6606 176428473
4990 9705 2821 4230 408981252
5421 9369 3553 3707 112063784
2113 4005 5907 6702 416653133
4195 9246 1403 9194 122944920
3077 3354 6343 7781 458370232
5759 9223 531 1837 122057256
8159 8495 3057 5475 30827438
6593 8037 4107 9313 215956521
2033 9604 2416 6211 101267710
3706 4779 5570 8789 12735810
1152 3949 3300 8102 195568259
1190 7797 53 913 263354087
4761 8390 4898 9532 86104509
3666 5955 2381 2822 84998522
2014 9784 7430 9076 13851568
3053 7901 965 3329 58896997
2305 7256 568 5904 16566982
2738 9674 513 5118 384692373
260 6157 3357 8405 170831656
3735 6485 488 7015 4596608
5870 9901 2157 4601 32192407
451 6458 6883 7344 270444687
414 4753 1990 2352 320836485
2733 8864 387 7730 50289200
5406 6736 2568 8118 23905958
572 7538 10 6682 91183495
2460 8003 2153 3769 48236686
290 7497 6038 7041 549683180
1848 7819 4162 4763 173876634
1850 6496 1651 3581 339866252
110 5762 5105 9698 276480769
781 7400 478 4918 25307474
168 9551 2248 3210 117299210
3856 6849 2167 7262 387559965
3208 5878 3920 4138 152151064
9253 9348 2676 8708 262316700
1555 3601 3319 9592 142257246
889 1311 1270 6209 476934362
756 4478 1012 9983 446442862
532 1592 478 3339 317331286
2470 5315 1151 8656 381638524
4242 6447 1422 4963 260146274
55 9436 2204 2565 133650835
2738 3248 2876 7406 75327533
2471 5484 3081 8481 106679851
818 7877 5580 6811 232175441
545 4288 5607 7154 68527010
8078 8437 5820 8714 316221313
1944 3082 3508 6624 225320391
2344 8047 2551 2858 77730796
176 2429 668 5618 410669349
1428 2845 858 2549 33815687
414 9708 2258 8195 466061152
4398 5469 5140 7697 126467209
1360 9646 5484 7876 501988553
3401 6169 8696 9613 174113126
7940 8044 2074 8829 138697407
3437 5107 1445 7690 120596337
1519 6879 1238 4132 52048529
653 5080 3228 4002 82192631
349 1477 1112 6814 179169092
4652 9163 7158 7845 8854654
8447 9698 6223 9133 28993487
1233 8348 9440 9736 429423651
3558 7098 1508 5622 244294676
5214 9319 3934 4175 319992914
6159 8936 6793 9134 22174474
560 9771 64 1188 17684980
4879 6236 2931 5954 589059093
8204 9487 4076 5904 2459407
2022 5749 4006 6024 123409618
5935 9572 936 6062 126163472
4397 8075 3897 4602 114673870
3791 8020 6502 7699 73295884
1869 9530 1009 7087 370987363
5624 7559 15 2549 501605931
2380 2595 209 1957 53198864
284 2272 106 1740 302520705
4692 9355 4185 4499 62021389
2473 4525 1221 2059 323938629
6154 7968 5657 7868 185052544
148 8724 1668 8910 44827358
3770 8738 2088 7599 105183381
1604 8918 7231 9620 184299438
1671 7622 7269 8751 93386947
3236 9133 4946 8914 393857125
2760 4922 7054 9603 288809211
751 2409 159 8927 286171605
6222 9940 574 5740 519730495
774 5471 2749 3450 264552288
4205 5547 630 7417 77456470
581 4606 1268 5742 213661811
3425 4520 327 8743 456568567
2866 8345 522 1457 32057512
816 6819 7376 9231 616517584
6535 7828 14 2830 272218400
5174 8146 6368 7584 225459283
8434 9419 1809 6122 25663078
915 3856 6495 7019 25396231
437 9861 1705 9830 125174887
1105 8702 3639 7272 27952168
2684 5831 2426 3256 113910122
2148 6390 775 5965 191846339
4979 8238 4732 9887 531345260
7297 7370 4259 9615 34221148
6785 8612 423 7362 35593206
4083 9575 1189 8339 17986762
3433 7868 529 1771 22884657
6823 9115 2601 3284 37784589
1691 4619 1404 4749 272948678
1845 9892 601 6989 130556446
5141 9794 3183 8902 337115317
7343 9598 2473 8216 429791757
7002 8724 5985 7121 19290902
1377 9518 2199 3828 115196299
4660 8334 2759 7233 169218339
1916 5301 7420 7994 52380637
1269 7316 1175 9720 118909225
4458 8727 811 2754 298658556
2540 7417 1638 2896 91536623
12 5259 3142 9357 362500007
4868 9693 4311 6943 284895119
3284 9732 28 5354 109542536
5337 9747 7710 9034 287129418
5510 6728 5823 8905 176634866
2526 3927 1499 5816 349740218
2335 3102 2702 5075 422131643
3340 6537 1855 1928 81354100
511 8100 5433 5888 321400613
2495 7246 996 1438 321324413
6471 9067 2157 4642 488345097
1551 4275 5704 9680 80783464
8277 8933 4309 8517 113661637
1697 7512 5088 6700 64003339
3380 6281 4021 5067 15458045
1229 3014 1427 9315 278919024
3573 9404 3687 8896 176308659
2608 6212 4545 8407 269293800
5994 8863 5363 8162 279452326
248 476 7587 7619 558940808
6873 6987 5206 9593 414930441
1069 9959 5062 6584 356769705
638 9740 6459 6574 723902021
7530 9094 3058 3666 252928515
1279 1782 1132 3647 335563388
3525 6186 9172 9926 139199394
2579 3811 6503 8546 359420220
6605 9953 4197 9203 364414870
6888 9805 2645 7376 74725418
5428 8153 7394 8593 173972858
4268 7423 847 1703 92077745
550 8384 1467 4243 110179289
1542 9081 264 2252 655045102
692 6345 1740 5614 77702090
85 4073 1004 9452 295675207
1592 6653 8953 9956 57429236
3669 3682 4948 8905 367595279
7233 9593 359 3083 634840416
1543 6046 3359 9754 220440613
1955 7267 4374 6913 181785294
1360 9036 1128 1959 434338771
2699 3238 6960 7702 211423974
6566 8292 6232 7917 17106913
3915 7522 1242 4196 144410552
1110 9660 3915 8661 239880729
4091 9762 893 4972 92990002
6030 7850 7406 8346 55285927
5014 9051 349 9225 109668173
2674 3895 1182 1235 20736261
8308 8335 3644 5497 194636095
1602 3920 5160 8461 33969202
74 5288 5845 9887 18793471
6200 7677 95 9952 77847243
731 1437 3452 7154 691496919
3600 8489 813 9568 122211897
3313 4359 5980 7734 105193441
6177 8566 1946 3842 78046255
1971 8594 3716 6280 62696448
849 9778 2916 8953 52304042
272 7786 4775 6519 152383708
8816 8937 5923 6836 281156512
4112 5669 7939 9105 4744562
4699 8688 2919 8227 164871356
2808 2830 6225 7845 12050665
4970 6879 2321 3386 11624288
547 8351 2103 6123 298531135
2906 7404 3302 4870 308671748
3295 9952 1035 5340 381725462
5302 8570 3384 6004 50976425
5098 6495 4286 8179 38306523
1861 7125 781 9298 165940734
159 4912 3665 5232 298320387
363 4460 1725 2040 26320618
8897 9546 6998 8986 531232343
1570 3624 3228 3375 278366298
4297 7315 1559 5091 318415794
2172 4313 2520 4960 534675365
4333 4493 1472 4469 76056598
5297 7254 6545 7313 141580152
3711 7583 1232 8874 90694251
4454 9538 4967 9540 2916817
2497 5010 7717 9818 193869500
3529 5054 140 5350 514209869
5332 8747 5642 9105 2885400
2143 8794 774 2823 164735908
1098 7956 3642 4690 25525885
5725 6299 3145 4579 232233509
5292 7510 182 9127 166771519
4701 5863 5152 5230 95319191
640 7180 5327 6399 60559254
1595 6182 3852 9413 247166671
1983 2914 9249 9827 3326752
4130 5236 414 5213 80755800
7015 7545 177 663 123734723
1980 7916 1583 7807 341190286
1289 7911 7938 8828 578622845
362 5977 1913 9876 348752662
585 3088 1791 9592 159600352
321 8712 156 9672 173048665
8704 9141 1151 8192 32129176
48 3350 3176 5003 189348037
4867 6264 3665 4847 241134304
3670 9248 313 6386 139327918
177 495 1564 2480 318964451
4196 6561 4367 6293 133739303
6038 6198 2157 3304 97891737
2663 9184 5525 7144 155138364
264 737 828 2099 186298755
3398 3531 6022 7446 528044613
1228 4104 8171 9620 55444897
1800 1966 1689 5174 17084853
7886 9749 1251 9383 343656720
1367 3274 145 6762 133946842
4907 7527 4243 8772 401637847
1418 3898 3465 6846 19276998
3880 8050 8810 9643 420203407
4374 4958 2761 7688 196693604
4198 7190 3990 4758 370061002
2647 2996 413 5479 98514074
456 3143 3409 5510 463826007
2809 8606 2039 4686 53666839
6647 9236 3734 5588 228669675
3301 5420 1621 4729 99138836
2897 9443 6622 8260 382795254
5545 5731 4806 8774 74466634
4367 5519 5627 9712 41173626
653 7231 2672 5126 132181798
2290 2622 5541 8417 326052691
5803 9181 7508 9012 27505298
9549 9813 616 9416 49023278
957 6099 4158 9647 221874358
2185 3768 2045 7034 388232008
4813 5035 65 6515 192022096
1825 7107 1084 2401 345130499
1717 4420 4320 6180 377541254
3125 9425 1589 6242 229174365
4491 4889 5226 6768 267128323
751 1242 727 2405 345631198
5123 9441 1984 5523 270715661
255 8104 1441 3490 215568864
2591 8776 1461 9754 61054042
1096 3376 1147 2440 307872790
5381 9074 7428 9267 43857081
1271 7356 1363 9053 428749886
8357 8508 6342 9596 300166304
2612 5236 1495 3427 260194276
4668 9092 3544 6414 570357986
4399 7420 4978 9827 71199495
4707 5030 1145 4771 388377088
5835 7494 3281 9082 120409713
155 3268 3803 6349 241478955
62 6346 4104 9218 108245553
1847 5574 1899 7025 100607418
2203 3911 3339 3927 64323904
729 8950 6005 9601 62285018
2661 6121 1400 7409 700257083
6937 7223 1631 8487 116881925
1057 6522 9455 9484 8326159
717 5946 2639 9446 184363246
5581 8886 5787 9117 31059632
3328 9525 1503 9720 388254335
6049 9949 3930 9437 100805890
1712 9913 760 7011 28644179
5227 5244 3815 3929 72930287
4769 8636 2244 9604 64165770
4107 4928 3501 9354 453679460
1608 4084 7370 7436 75097578
2428 2490 1029 1318 19635071
1287 1694 5852 7775 238518700
6990 8723 5608 8717 264954867
2835 3528 689 1189 74595618
2475 4686 646 8929 28212316
1600 5331 912 959 472878636
26 3171 1094 7256 8319141
4174 6863 418 5125 393784573
2847 5563 5723 8941 630702792
4294 6428 2178 2411 25727345
220 329 4411 7685 120635582
307 6510 2198 7307 78784578
1328 2560 6197 9250 34453715
1807 6034 5161 5794 111826643
4023 9069 6371 9017 67135834
1031 3742 965 2288 205694129
7783 9736 271 4722 294173257
1735 2624 4815 9895 146838782
1865 6431 1873 2405 120007254
2702 6120 5684 5930 24711400
4892 9658 1054 6287 602233860
5154 9717 2715 7814 108702819
3058 5001 3852 4824 36392585
4550 5001 4101 5059 305953975
2215 6398 4344 8879 219142999
874 5114 4588 7638 211172494
825 7243 194 5999 11143377
1056 2398 1923 6748 154165885
1194 5877 274 5621 2658894
2827 9126 7398 9149 136546492
4828 5137 3445 7494 139101481
6062 8769 2085 4991 103692413
4116 6750 2943 4955 244227091
660 5965 110 6817 47691638
1508 8886 5355 6506 97751500
3498 7770 2241 2692 307096488
435 6110 6542 9914 50433318
2671 8111 3744 5802 59879656
4258 6943 4526 4954 414995130
330 9011 1124 6417 35709904
1991 7925 2510 6037 54541817
1694 4985 9532 9566 545261
4753 7018 1447 6265 24391500
3449 9770 17 487 176272702
2371 5231 1609 8835 179425080
3515 9596 1520 2550 5124278
1864 3488 121 3109 539561643
1529 2577 1872 7101 176710317
719 4014 1826 7190 140050272
1262 1318 3770 6557 53155369
2989 3863 7135 7886 400990306
4548 7942 9560 9928 382012369
4518 8662 181 710 195043493
5061 7705 1659 4215 482586901
1385 8235 802 6550 125481095
7547 8163 2626 4717 168070996
2350 8016 1761 2051 33550500
9328 9763 5218 7318 354620502
6377 6560 6501 8930 90279126
3868 8399 3093 8455 246242401
5083 5419 2106 7671 379140585
5543 8447 2122 4839 309176494
7297 8523 4670 8312 50767632
2250 8796 1965 3655 409110038
2881 4148 3641 4649 53609669
2830 4806 5608 7528 92885104
4675 6820 2886 6338 435139664
8478 9439 1402 9086 66977925
288 1959 3326 9351 184648432
1841 9181 358 7236 411991833
