2.0625000 58
0.0006508 101 574668
0.0006508 131 607665
0.0006508 189 350537
0.0017978 16 405693
0.0017978 62 233696
0.0017978 63 183418
0.0017978 188 375896
0.0032567 15 298950
0.0032567 66 186124
0.0032567 119 234882
0.0032567 163 225385
0.0032567 180 65581
0.0032567 185 287624
0.0033787 51 0
0.0033787 72 0
0.0033787 96 0
0.0033787 97 0
0.0050150 74 0
0.0050150 128 0
0.0053691 19 0
0.0053691 15 132368
0.0053691 66 82411
0.0053691 119 104000
0.0053691 163 99795
0.0053691 180 29037
0.0053691 185 127353
0.0067043 33 0
0.0076557 5 0
0.0076557 75 0
0.0076557 103 0
0.0091029 6 0
0.0091029 22 0
0.0091029 93 0
0.0091030 16 265208
0.0091030 62 152771
0.0091030 63 119903
0.0091030 188 245729
0.0101246 92 69540
0.0101246 175 63853
0.0101246 176 57676
0.0101246 40 278998
0.0101246 42 179458
0.0101246 52 76069
0.0101247 14 309702
0.0101247 25 98655
0.0101247 46 80392
0.0101247 101 429690
0.0101247 131 454362
0.0101247 189 262103
0.0108228 29 0
0.0108229 30 67210
0.0108229 68 81946
0.0108229 84 42910
0.0108229 99 132231
0.0108229 112 96162
0.0108229 113 4144
0.0108229 197 133013
0.0109163 23 0
0.0109163 31 0
0.0109163 56 0
0.0137499 121 0
0.0137499 133 0
0.0137499 139 0
0.0137499 186 0
0.0149701 117 0
0.0149702 16 116855
0.0149702 62 67313
0.0149702 63 52831
0.0149702 188 108272
0.0153660 76 578973
0.0153660 143 685952
0.0153660 200 93060
0.0162688 90 0
0.0176321 108 0
0.0203228 118 0
0.0212438 120 0
0.0226011 7 16406
0.0226011 38 393709
0.0226011 105 110769
0.0226011 111 269296
0.0226011 115 237737
0.0263818 9 0
0.0263818 100 0
0.0263818 177 0
0.0263818 76 406481
0.0263818 143 481589
0.0263818 200 65335
0.0263819 95 0
0.0263819 125 0
0.0263819 160 0
0.0263822 40 208798
0.0263822 42 134304
0.0263822 52 56929
0.0263826 14 300723
0.0263826 25 95794
0.0263826 46 78061
0.0263826 101 417232
0.0263826 131 441189
0.0263826 189 254504
0.0263828 65 55552
0.0263828 91 55775
0.0263828 184 62225
0.0288935 194 0
0.0288935 14 158499
0.0288935 25 50489
0.0288935 46 41143
0.0288935 101 219907
0.0288935 131 232534
0.0288935 189 134139
0.0297052 157 0
0.0297052 14 12095
0.0297052 25 3853
0.0297052 46 3139
0.0297052 101 16782
0.0297052 131 17745
0.0297052 189 10236
0.0304951 67 26849
0.0304951 130 16397
0.0304951 155 17996
0.0304951 166 30257
0.0304951 182 12013
0.0304951 198 3095
0.0307288 164 76457
0.0307288 76 75144
0.0307288 143 89029
0.0307288 200 12078
0.0341895 132 0
0.0400100 36 0
0.0404700 35 0
0.0404703 15 0
0.0404703 66 0
0.0404703 119 0
0.0404703 163 0
0.0404703 180 0
0.0404703 185 0
0.0404704 76 32597
0.0404704 143 38620
0.0404704 200 5239
0.0405810 39 195653
0.0405810 191 363468
0.0537283 28 91779
0.0537283 44 14109
0.0537283 49 227762
0.0537283 61 390612
0.0538863 8 0
0.0538863 39 0
0.0538863 191 0
0.0553454 129 0
0.0553459 30 16892
0.0553459 68 20596
0.0553459 84 10784
0.0553459 99 33234
0.0553459 112 24169
0.0553459 113 1041
0.0553459 197 33431
0.0553459 28 79160
0.0553459 44 12169
0.0553459 49 196446
0.0553459 61 336906
0.0553469 7 15426
0.0553469 38 370211
0.0553469 105 104158
0.0553469 111 253223
0.0553469 115 223548
0.0554162 138 0
0.0554162 158 0
0.0554162 164 0
0.0554164 76 0
0.0554164 143 0
0.0554164 200 0
0.0563801 87 158699
0.0589679 170 0
0.0589680 40 30104
0.0589680 42 19363
0.0589680 52 8207
0.0670468 196 0
0.0670469 7 9691
0.0670469 38 232588
0.0670469 105 65438
0.0670469 111 159089
0.0670469 115 140445
0.0710069 80 0
0.0710076 3 0
0.0710076 11 0
0.0710076 41 0
0.0710076 59 0
0.0710076 107 0
0.0710076 114 0
0.0710078 28 70751
0.0710078 44 10876
0.0710078 49 175578
0.0710078 61 301117
0.0711238 148 0
0.0739356 82 0
0.0739356 7 1402
0.0739356 38 33670
0.0739356 105 9473
0.0739356 111 23030
0.0739356 115 20331
0.0915606 1 134133
0.0915606 53 79055
0.0915606 102 64751
0.0997354 21 0
0.1101800 142 0
0.1101804 43 0
0.1101804 106 0
0.1101804 146 0
0.1101819 30 0
0.1101819 68 0
0.1101819 84 0
0.1101819 99 0
0.1101819 112 0
0.1101819 113 0
0.1101819 197 0
0.1101830 1 117265
0.1101830 53 69113
0.1101830 102 56608
0.1101831 28 66514
0.1101831 44 10224
0.1101831 49 165065
0.1101831 61 283087
0.1101872 7 1073
0.1101872 38 25782
0.1101872 105 7253
0.1101872 111 17634
0.1101872 115 15568
0.1103352 89 0
0.1103356 98 0
0.1103356 136 0
0.1103364 16 0
0.1103364 62 0
0.1103364 63 0
0.1103364 188 0
0.1103364 1 91769
0.1103364 53 54086
0.1103364 102 44300
0.1103364 7 0
0.1103364 38 0
0.1103364 105 0
0.1103364 111 0
0.1103364 115 0
0.1116642 174 0
0.1116642 87 0
0.1132765 18 30103
0.1132765 54 9730
0.1132765 83 11203
0.1132765 152 48660
0.1132765 161 17851
0.1132765 195 33706
0.1220778 37 0
0.1220778 94 0
0.1220778 150 0
0.1220778 28 22694
0.1220778 44 3488
0.1220778 49 56318
0.1220778 61 96586
0.1220781 1 53604
0.1220781 53 31592
0.1220781 102 25876
0.1352115 45 0
0.1352128 92 0
0.1352128 175 0
0.1352128 176 0
0.1352141 18 16263
0.1352141 54 5256
0.1352141 83 6052
0.1352141 152 26289
0.1352141 161 9644
0.1352141 195 18210
0.1352155 40 0
0.1352155 42 0
0.1352155 52 0
0.1352168 1 44260
0.1352168 53 26085
0.1352168 102 21365
0.1352178 14 0
0.1352178 25 0
0.1352178 46 0
0.1352178 101 0
0.1352178 131 0
0.1352178 189 0
0.1352178 1 29859
0.1352178 53 17597
0.1352178 102 14413
0.1352204 28 21397
0.1352204 44 3288
0.1352204 49 53099
0.1352204 61 91066
0.1689483 147 0
0.1689494 1 0
0.1689494 53 0
0.1689494 102 0
0.1706914 60 0
0.1706922 65 0
0.1706922 91 0
0.1706922 184 0
0.1706935 28 14357
0.1706935 44 2206
0.1706935 49 35629
0.1706935 61 61106
0.1706939 18 3879
0.1706939 54 1253
0.1706939 83 1443
0.1706939 152 6270
0.1706939 161 2300
0.1706939 195 4343
0.2042960 78 0
0.2042960 2 0
0.2043009 67 0
0.2043009 130 0
0.2043009 155 0
0.2043009 166 0
0.2043009 182 0
0.2043009 198 0
0.2043078 18 0
0.2043078 54 0
0.2043078 83 0
0.2043078 152 0
0.2043078 161 0
0.2043078 195 0
0.2518844 27 0
0.2518861 28 2589
0.2518861 44 397
0.2518861 49 6425
0.2518861 61 11019
1.6636648 178 0
1.6638030 28 0
1.6638030 44 0
1.6638030 49 0
1.6638030 61 0
1.6638030 1 0
1.6638030 2 0
1.6638030 3 0
1.6638030 4 0
1.6638030 5 0
1.6638030 6 0
1.6638030 7 0
1.6638030 8 0
1.6638030 9 0
1.6638030 10 0
1.6638030 11 0
1.6638030 12 0
1.6638030 13 0
1.6638030 14 0
1.6638030 15 0
1.6638030 16 0
1.6638030 17 0
1.6638030 18 0
1.6638030 19 0
1.6638030 20 0
1.6638030 21 0
1.6638030 22 0
1.6638030 23 0
1.6638030 24 0
1.6638030 25 0
1.6638030 26 0
1.6638030 27 0
1.6638030 28 0
1.6638030 29 0
1.6638030 30 0
1.6638030 31 0
1.6638030 32 0
1.6638030 33 0
1.6638030 34 0
1.6638030 35 0
1.6638030 36 0
1.6638030 37 0
1.6638030 38 0
1.6638030 39 0
1.6638030 40 0
1.6638030 41 0
1.6638030 42 0
1.6638030 43 0
1.6638030 44 0
1.6638030 45 0
1.6638030 46 0
1.6638030 47 0
1.6638030 48 0
1.6638030 49 0
1.6638030 50 0
1.6638030 51 0
1.6638030 52 0
1.6638030 53 0
1.6638030 54 0
1.6638030 55 0
1.6638030 56 0
1.6638030 57 0
1.6638030 58 0
1.6638030 59 0
1.6638030 60 0
1.6638030 61 0
1.6638030 62 0
1.6638030 63 0
1.6638030 64 0
1.6638030 65 0
1.6638030 66 0
1.6638030 67 0
1.6638030 68 0
1.6638030 69 0
1.6638030 70 0
1.6638030 71 0
1.6638030 72 0
1.6638030 73 0
1.6638030 74 0
1.6638030 75 0
1.6638030 76 0
1.6638030 77 0
1.6638030 78 0
1.6638030 79 0
1.6638030 80 0
1.6638030 81 0
1.6638030 82 0
1.6638030 83 0
1.6638030 84 0
1.6638030 85 0
1.6638030 86 0
1.6638030 87 0
1.6638030 88 0
1.6638030 89 0
1.6638030 90 0
1.6638030 91 0
1.6638030 92 0
1.6638030 93 0
1.6638030 94 0
1.6638030 95 0
1.6638030 96 0
1.6638030 97 0
1.6638030 98 0
1.6638030 99 0
1.6638030 100 0
1.6638030 101 0
1.6638030 102 0
1.6638030 103 0
1.6638030 104 0
1.6638030 105 0
1.6638030 106 0
1.6638030 107 0
1.6638030 108 0
1.6638030 109 0
1.6638030 110 0
1.6638030 111 0
1.6638030 112 0
1.6638030 113 0
1.6638030 114 0
1.6638030 115 0
1.6638030 116 0
1.6638030 117 0
1.6638030 118 0
1.6638030 119 0
1.6638030 120 0
1.6638030 121 0
1.6638030 122 0
1.6638030 123 0
1.6638030 124 0
1.6638030 125 0
1.6638030 126 0
1.6638030 127 0
1.6638030 128 0
1.6638030 129 0
1.6638030 130 0
1.6638030 131 0
1.6638030 132 0
1.6638030 133 0
1.6638030 134 0
1.6638030 135 0
1.6638030 136 0
1.6638030 137 0
1.6638030 138 0
1.6638030 139 0
1.6638030 140 0
1.6638030 141 0
1.6638030 142 0
1.6638030 143 0
1.6638030 144 0
1.6638030 145 0
1.6638030 146 0
1.6638030 147 0
1.6638030 148 0
1.6638030 149 0
1.6638030 150 0
1.6638030 151 0
1.6638030 152 0
1.6638030 153 0
1.6638030 154 0
1.6638030 155 0
1.6638030 156 0
1.6638030 157 0
1.6638030 158 0
1.6638030 159 0
1.6638030 160 0
1.6638030 161 0
1.6638030 162 0
1.6638030 163 0
1.6638030 164 0
1.6638030 165 0
1.6638030 166 0
1.6638030 167 0
1.6638030 168 0
1.6638030 169 0
1.6638030 170 0
1.6638030 171 0
1.6638030 172 0
1.6638030 173 0
1.6638030 174 0
1.6638030 175 0
1.6638030 176 0
1.6638030 177 0
1.6638030 178 0
1.6638030 179 0
1.6638030 180 0
1.6638030 181 0
1.6638030 182 0
1.6638030 183 0
1.6638030 184 0
1.6638030 185 0
1.6638030 186 0
1.6638030 187 0
1.6638030 188 0
1.6638030 189 0
1.6638030 190 0
1.6638030 191 0
1.6638030 192 0
1.6638030 193 0
1.6638030 194 0
1.6638030 195 0
1.6638030 196 0
1.6638030 197 0
1.6638030 198 0
1.6638030 199 0
1.6638030 200 0

0.2755779 639
0.0000000 1 688366
0.0000000 2 658526
0.0000000 3 454413
0.0000000 4 928896
0.0000000 5 781044
0.0000000 6 63936
0.0000000 7 99447
0.0000000 8 841482
0.0000000 9 580880
0.0000000 10 448345
0.0000000 11 507639
0.0000000 12 902142
0.0000000 13 951050
0.0000000 14 382451
0.0000000 15 510995
0.0000000 16 214261
0.0000000 17 736247
0.0000000 18 112612
0.0000000 19 539949
0.0000000 20 527566
0.0000000 21 585295
0.0000000 22 260573
0.0000000 23 376841
0.0000000 24 266091
0.0000000 25 193206
0.0000000 26 209858
0.0000000 27 237261
0.0000000 28 763465
0.0000000 29 344221
0.0000000 30 580277
0.0000000 31 138906
0.0000000 32 499966
0.0000000 33 907634
0.0000000 34 651069
0.0000000 35 571654
0.0000000 36 786264
0.0000000 37 174548
0.0000000 38 992013
0.0000000 39 838872
0.0000000 40 332535
0.0000000 41 382267
0.0000000 42 632460
0.0000000 43 426525
0.0000000 44 952876
0.0000000 45 987184
0.0000000 46 414894
0.0000000 47 194574
0.0000000 48 5544
0.0000000 49 6114
0.0000000 50 748435
0.0000000 51 702569
0.0000000 52 867687
0.0000000 53 624507
0.0000000 54 869133
0.0000000 55 260462
0.0000000 56 473207
0.0000000 57 170378
0.0000000 58 666582
0.0000000 59 192185
0.0000000 60 602877
0.0000000 61 689770
0.0000000 62 841657
0.0000000 63 850765
0.0000000 64 839791
0.0000000 65 103667
0.0000000 66 130224
0.0000000 67 717273
0.0000000 68 523947
0.0000000 69 131751
0.0000000 70 970538
0.0000000 71 661609
0.0000000 72 10845
0.0000000 73 431164
0.0000000 74 796392
0.0000000 75 907817
0.0000000 76 910800
0.0000000 77 169249
0.0000000 78 179216
0.0000000 79 11509
0.0000000 80 328050
0.0000000 81 435780
0.0000000 82 440430
0.0000000 83 535157
0.0000000 84 102971
0.0000000 85 873650
0.0000000 86 790154
0.0000000 87 775771
0.0000000 88 630053
0.0000000 89 226033
0.0000000 90 668936
0.0000000 91 422642
0.0000000 92 885388
0.0000000 93 557252
0.0000000 94 976939
0.0000000 95 574027
0.0000000 96 286317
0.0000000 97 447089
0.0000000 98 762554
0.0000000 99 925074
0.0000000 100 964400
0.0000000 101 770924
0.0000000 102 762841
0.0000000 103 515780
0.0000000 104 867267
0.0000000 105 444689
0.0000000 106 320364
0.0000000 107 184853
0.0000000 108 489966
0.0000000 109 922511
0.0000000 110 970720
0.0000000 111 591898
0.0000000 112 54558
0.0000000 113 182916
0.0000000 114 139574
0.0000000 115 357299
0.0000000 116 141893
0.0000000 117 911021
0.0000000 118 822107
0.0000000 119 66201
0.0000000 120 427446
0.0000000 121 32287
0.0000000 122 24741
0.0000000 123 428117
0.0000000 124 476064
0.0000000 125 631514
0.0000000 126 338508
0.0000000 127 219365
0.0000000 128 212263
0.0000000 129 662903
0.0000000 130 820035
0.0000000 131 303197
0.0000000 132 892196
0.0000000 133 987206
0.0000000 134 601750
0.0000000 135 651764
0.0000000 136 330691
0.0000000 137 597087
0.0000000 138 967243
0.0000000 139 259642
0.0000000 140 364291
0.0000000 141 964009
0.0000000 142 565143
0.0000000 143 391529
0.0000000 144 284335
0.0000000 145 674727
0.0000000 146 641468
0.0000000 147 974204
0.0000000 148 238781
0.0000000 149 317283
0.0000000 150 870782
0.0000000 151 435887
0.0000000 152 370547
0.0000000 153 332195
0.0000000 154 252449
0.0000000 155 825515
0.0000000 156 431315
0.0000000 157 265443
0.0000000 158 662283
0.0000000 159 188886
0.0000000 160 519822
0.0000000 161 261609
0.0000000 162 433629
0.0000000 163 877896
0.0000000 164 121440
0.0000000 165 199027
0.0000000 166 967437
0.0000000 167 754247
0.0000000 168 281248
0.0000000 169 896517
0.0000000 170 240922
0.0000000 171 881872
0.0000000 172 813477
0.0000000 173 745482
0.0000000 174 690307
0.0000000 175 952638
0.0000000 176 74537
0.0000000 177 962173
0.0000000 178 935034
0.0000000 179 265997
0.0000000 180 648299
0.0000000 181 767101
0.0000000 182 717462
0.0000000 183 263720
0.0000000 184 999329
0.0000000 185 479540
0.0000000 186 922409
0.0000000 187 577692
0.0000000 188 42986
0.0000000 189 337018
0.0000000 190 389978
0.0000000 191 477791
0.0000000 192 568137
0.0000000 193 305179
0.0000000 194 276135
0.0000000 195 879911
0.0000000 196 925118
0.0000000 197 777101
0.0000000 198 609529
0.0000000 199 773713
0.0000000 200 482243
0.0072035 9 71791
0.0072035 12 111496
0.0072035 119 8181
0.0072035 125 78049
0.0072035 133 122009
0.0074598 76 140731
0.0074598 103 79695
0.0074598 110 149989
0.0074598 199 119549
0.0075288 38 0
0.0075288 41 0
0.0075288 132 0
0.0075288 190 0
0.0081803 7 0
0.0081803 118 0
0.0081803 146 0
0.0081803 171 0
0.0081912 39 0
0.0081912 56 0
0.0081912 66 0
0.0081912 184 0
0.0103124 83 58665
0.0103124 87 85042
0.0103124 104 95072
0.0112000 75 0
0.0112000 163 0
0.0115728 48 0
0.0115728 50 0
0.0115728 147 0
0.0117744 1 0
0.0117744 59 0
0.0117744 126 0
0.0117744 185 0
0.0123498 44 0
0.0123498 58 0
0.0125243 86 266103
0.0125243 174 232477
0.0125243 178 314895
0.0135523 158 0
0.0135523 172 0
0.0135523 86 0
0.0135523 174 0
0.0135523 178 0
0.0137818 62 0
0.0137818 198 0
0.0148495 14 0
0.0148495 100 0
0.0158730 79 0
0.0158730 138 0
0.0158730 168 0
0.0164351 135 0
0.0164351 142 0
0.0166271 19 0
0.0166271 129 0
0.0171923 13 0
0.0171923 128 0
0.0175889 63 0
0.0175889 96 0
0.0183001 57 0
0.0183001 109 0
0.0185297 33 377721
0.0185297 40 138387
0.0185297 120 177885
0.0185297 177 400418
0.0189103 34 0
0.0189103 99 0
0.0189103 148 0
0.0189104 83 0
0.0189104 87 0
0.0189104 104 0
0.0193166 134 0
0.0193166 162 0
0.0198524 35 0
0.0198524 81 0
0.0202596 45 0
0.0210089 70 0
0.0210089 101 0
0.0215863 17 123113
0.0215863 24 44495
0.0215863 117 152338
0.0216189 196 0
0.0223086 169 0
0.0223929 49 0
0.0223929 121 0
0.0223929 180 0
0.0223929 189 0
0.0223929 195 0
0.0224589 55 0
0.0224589 88 0
0.0225192 15 33796
0.0225192 18 7448
0.0225192 30 38378
0.0225192 112 3608
0.0225192 187 38207
0.0229037 137 0
0.0229037 194 0
0.0230114 54 0
0.0230498 52 0
0.0233701 29 0
0.0233701 93 0
0.0233701 151 0
0.0233701 33 227281
0.0233701 40 83269
0.0233701 120 107036
0.0233701 177 240938
0.0234743 68 0
0.0234743 80 0
0.0235729 47 0
0.0235729 71 0
0.0261964 28 0
0.0288990 175 260573
0.0310983 5 271432
0.0310983 64 291848
0.0310983 115 124170
0.0310983 144 98813
0.0316644 8 209858
0.0323044 25 0
0.0323044 181 0
0.0328170 43 0
0.0328170 113 0
0.0328660 4 320364
0.0330711 78 0
0.0330711 160 0
0.0330711 17 54152
0.0330711 24 19571
0.0330711 117 67007
0.0331743 60 0
0.0337940 90 10364
0.0337940 94 15136
0.0337940 130 12705
0.0345769 67 176850
0.0345769 98 188014
0.0345769 124 117377
0.0348693 131 132812
0.0348693 182 314276
0.0350495 157 0
0.0350495 193 0
0.0352028 192 0
0.0355110 10 0
0.0355110 32 0
0.0364804 92 0
0.0403873 73 159451
0.0403873 140 134721
0.0403873 141 356507
0.0408192 108 0
0.0408193 76 0
0.0408193 103 0
0.0408193 110 0
0.0408193 199 0
0.0408194 17 0
0.0408194 24 0
0.0408194 117 0
0.0410550 176 0
0.0410550 197 0
0.0411854 51 0
0.0411854 89 0
0.0411854 111 0
0.0414729 200 0
0.0414729 67 0
0.0414729 98 0
0.0414729 124 0
0.0418593 191 0
0.0440128 3 0
0.0447338 97 0
0.0447338 131 0
0.0447338 182 0
0.0460273 36 0
0.0460273 161 0
0.0460273 5 0
0.0460273 64 0
0.0460273 115 0
0.0460273 144 0
0.0463698 156 0
0.0463698 73 53756
0.0463698 140 45418
0.0463698 141 120190
0.0467162 123 0
0.0476700 74 376841
0.0510818 143 0
0.0510821 9 0
0.0510821 12 0
0.0510821 119 0
0.0510821 125 0
0.0510821 133 0
0.0530728 23 0
0.0530728 74 0
0.0539743 152 0
0.0559723 77 2989
0.0559723 105 7855
0.0562844 102 0
0.0576949 11 0
0.0601873 2 0
0.0601873 46 0
0.0601873 127 0
0.0601873 155 0
0.0601873 73 0
0.0601873 140 0
0.0601873 141 0
0.0601874 33 0
0.0601874 40 0
0.0601874 120 0
0.0601874 177 0
0.0624290 106 0
0.0624290 4 0
0.0689673 145 0
0.0689673 149 0
0.0749772 61 191982
0.0749772 95 159768
0.0758380 183 0
0.0767539 22 0
0.0767539 175 0
0.0770291 139 0
0.0905563 6 21382
0.0905563 20 176436
0.0905563 153 111097
0.0905563 166 323544
0.0953025 26 0
0.0953025 8 0
0.0953026 61 77443
0.0953026 95 64449
0.1081941 107 0
0.1145817 37 0
0.1179574 27 0
0.1179574 42 0
0.1179574 188 0
0.1179575 6 0
0.1179575 20 0
0.1179575 153 0
0.1179575 166 0
0.1409513 116 0
0.1409516 61 0
0.1409516 95 0
0.1439823 31 0
0.1660288 170 0
0.2628746 122 475
0.2628746 186 17743
0.2684726 82 64632
0.2684726 179 39034
0.2755779 114 0
0.2755779 1 0
0.2755779 2 0
0.2755779 3 0
0.2755779 4 0
0.2755779 5 0
0.2755779 6 0
0.2755779 7 0
0.2755779 8 0
0.2755779 9 0
0.2755779 10 0
0.2755779 11 0
0.2755779 12 0
0.2755779 13 0
0.2755779 14 0
0.2755779 15 0
0.2755779 16 0
0.2755779 17 0
0.2755779 18 0
0.2755779 19 0
0.2755779 20 0
0.2755779 21 0
0.2755779 22 0
0.2755779 23 0
0.2755779 24 0
0.2755779 25 0
0.2755779 26 0
0.2755779 27 0
0.2755779 28 0
0.2755779 29 0
0.2755779 30 0
0.2755779 31 0
0.2755779 32 0
0.2755779 33 0
0.2755779 34 0
0.2755779 35 0
0.2755779 36 0
0.2755779 37 0
0.2755779 38 0
0.2755779 39 0
0.2755779 40 0
0.2755779 41 0
0.2755779 42 0
0.2755779 43 0
0.2755779 44 0
0.2755779 45 0
0.2755779 46 0
0.2755779 47 0
0.2755779 48 0
0.2755779 49 0
0.2755779 50 0
0.2755779 51 0
0.2755779 52 0
0.2755779 53 0
0.2755779 54 0
0.2755779 55 0
0.2755779 56 0
0.2755779 57 0
0.2755779 58 0
0.2755779 59 0
0.2755779 60 0
0.2755779 61 0
0.2755779 62 0
0.2755779 63 0
0.2755779 64 0
0.2755779 65 0
0.2755779 66 0
0.2755779 67 0
0.2755779 68 0
0.2755779 69 0
0.2755779 70 0
0.2755779 71 0
0.2755779 72 0
0.2755779 73 0
0.2755779 74 0
0.2755779 75 0
0.2755779 76 0
0.2755779 77 0
0.2755779 78 0
0.2755779 79 0
0.2755779 80 0
0.2755779 81 0
0.2755779 82 0
0.2755779 83 0
0.2755779 84 0
0.2755779 85 0
0.2755779 86 0
0.2755779 87 0
0.2755779 88 0
0.2755779 89 0
0.2755779 90 0
0.2755779 91 0
0.2755779 92 0
0.2755779 93 0
0.2755779 94 0
0.2755779 95 0
0.2755779 96 0
0.2755779 97 0
0.2755779 98 0
0.2755779 99 0
0.2755779 100 0
0.2755779 101 0
0.2755779 102 0
0.2755779 103 0
0.2755779 104 0
0.2755779 105 0
0.2755779 106 0
0.2755779 107 0
0.2755779 108 0
0.2755779 109 0
0.2755779 110 0
0.2755779 111 0
0.2755779 112 0
0.2755779 113 0
0.2755779 114 0
0.2755779 115 0
0.2755779 116 0
0.2755779 117 0
0.2755779 118 0
0.2755779 119 0
0.2755779 120 0
0.2755779 121 0
0.2755779 122 0
0.2755779 123 0
0.2755779 124 0
0.2755779 125 0
0.2755779 126 0
0.2755779 127 0
0.2755779 128 0
0.2755779 129 0
0.2755779 130 0
0.2755779 131 0
0.2755779 132 0
0.2755779 133 0
0.2755779 134 0
0.2755779 135 0
0.2755779 136 0
0.2755779 137 0
0.2755779 138 0
0.2755779 139 0
0.2755779 140 0
0.2755779 141 0
0.2755779 142 0
0.2755779 143 0
0.2755779 144 0
0.2755779 145 0
0.2755779 146 0
0.2755779 147 0
0.2755779 148 0
0.2755779 149 0
0.2755779 150 0
0.2755779 151 0
0.2755779 152 0
0.2755779 153 0
0.2755779 154 0
0.2755779 155 0
0.2755779 156 0
0.2755779 157 0
0.2755779 158 0
0.2755779 159 0
0.2755779 160 0
0.2755779 161 0
0.2755779 162 0
0.2755779 163 0
0.2755779 164 0
0.2755779 165 0
0.2755779 166 0
0.2755779 167 0
0.2755779 168 0
0.2755779 169 0
0.2755779 170 0
0.2755779 171 0
0.2755779 172 0
0.2755779 173 0
0.2755779 174 0
0.2755779 175 0
0.2755779 176 0
0.2755779 177 0
0.2755779 178 0
0.2755779 179 0
0.2755779 180 0
0.2755779 181 0
0.2755779 182 0
0.2755779 183 0
0.2755779 184 0
0.2755779 185 0
0.2755779 186 0
0.2755779 187 0
0.2755779 188 0
0.2755779 189 0
0.2755779 190 0
0.2755779 191 0
0.2755779 192 0
0.2755779 193 0
0.2755779 194 0
0.2755779 195 0
0.2755779 196 0
0.2755779 197 0
0.2755779 198 0
0.2755779 199 0
0.2755779 200 0

0.7513862 852
0.0000000 1 295232
0.0000000 2 728268
0.0000000 3 293393
0.0000000 4 175722
0.0000000 5 188715
0.0000000 6 564134
0.0000000 7 830158
0.0000000 8 197868
0.0000000 9 43219
0.0000000 10 897793
0.0000000 11 23337
0.0000000 12 299578
0.0000000 13 476086
0.0000000 14 901856
0.0000000 15 331491
0.0000000 16 650686
0.0000000 17 277948
0.0000000 18 21180
0.0000000 19 80220
0.0000000 20 9817
0.0000000 21 903938
0.0000000 22 693986
0.0000000 23 147507
0.0000000 24 531858
0.0000000 25 136443
0.0000000 26 331639
0.0000000 27 996622
0.0000000 28 714859
0.0000000 29 868088
0.0000000 30 589113
0.0000000 31 951237
0.0000000 32 908912
0.0000000 33 958101
0.0000000 34 561250
0.0000000 35 825594
0.0000000 36 781995
0.0000000 37 878808
0.0000000 38 518248
0.0000000 39 482076
0.0000000 40 904596
0.0000000 41 231208
0.0000000 42 567299
0.0000000 43 184399
0.0000000 44 375781
0.0000000 45 422783
0.0000000 46 880966
0.0000000 47 771124
0.0000000 48 877785
0.0000000 49 880635
0.0000000 50 400999
0.0000000 51 742161
0.0000000 52 837174
0.0000000 53 615819
0.0000000 54 669120
0.0000000 55 279144
0.0000000 56 658212
0.0000000 57 910169
0.0000000 58 222944
0.0000000 59 798253
0.0000000 60 917288
0.0000000 61 354207
0.0000000 62 534436
0.0000000 63 804927
0.0000000 64 624471
0.0000000 65 977142
0.0000000 66 961939
0.0000000 67 943412
0.0000000 68 286787
0.0000000 69 616991
0.0000000 70 106015
0.0000000 71 200746
0.0000000 72 563830
0.0000000 73 822289
0.0000000 74 521372
0.0000000 75 179657
0.0000000 76 882979
0.0000000 77 913765
0.0000000 78 141511
0.0000000 79 152095
0.0000000 80 898352
0.0000000 81 563987
0.0000000 82 595881
0.0000000 83 269591
0.0000000 84 477252
0.0000000 85 171786
0.0000000 86 654502
0.0000000 87 641222
0.0000000 88 425268
0.0000000 89 732200
0.0000000 90 476883
0.0000000 91 514469
0.0000000 92 263053
0.0000000 93 394443
0.0000000 94 194044
0.0000000 95 890460
0.0000000 96 751995
0.0000000 97 870866
0.0000000 98 533109
0.0000000 99 274034
0.0000000 100 73155
0.0000000 101 526273
0.0000000 102 98134
0.0000000 103 51971
0.0000000 104 514036
0.0000000 105 954308
0.0000000 106 353373
0.0000000 107 673060
0.0000000 108 399845
0.0000000 109 516745
0.0000000 110 754778
0.0000000 111 600245
0.0000000 112 532803
0.0000000 113 422999
0.0000000 114 832005
0.0000000 115 389861
0.0000000 116 184428
0.0000000 117 117838
0.0000000 118 93192
0.0000000 119 270179
0.0000000 120 719273
0.0000000 121 366777
0.0000000 122 806770
0.0000000 123 887884
0.0000000 124 147772
0.0000000 125 458709
0.0000000 126 441534
0.0000000 127 365653
0.0000000 128 569621
0.0000000 129 858097
0.0000000 130 392118
0.0000000 131 231078
0.0000000 132 982300
0.0000000 133 471207
0.0000000 134 806175
0.0000000 135 111289
0.0000000 136 403691
0.0000000 137 971443
0.0000000 138 792530
0.0000000 139 758844
0.0000000 140 530637
0.0000000 141 322475
0.0000000 142 784069
0.0000000 143 528406
0.0000000 144 207891
0.0000000 145 290683
0.0000000 146 90801
0.0000000 147 224871
0.0000000 148 520472
0.0000000 149 688840
0.0000000 150 34670
0.0000000 151 985984
0.0000000 152 954396
0.0000000 153 340331
0.0000000 154 540193
0.0000000 155 794182
0.0000000 156 619178
0.0000000 157 332928
0.0000000 158 56428
0.0000000 159 387109
0.0000000 160 885183
0.0000000 161 648660
0.0000000 162 453551
0.0000000 163 963148
0.0000000 164 812667
0.0000000 165 990488
